ENSG00000000003.14	100638689
ENSG00000000003.14	100638806
ENSG00000000003.14	100639104
ENSG00000000003.14	100641991
ENSG00000000419.12	50947861
ENSG00000000419.12	50960521
ENSG00000000419.12	50960532
ENSG00000000419.12	50960550
ENSG00000000419.12	50960555
ENSG00000000457.13	169890888
ENSG00000000457.13	169895952
ENSG00000000457.13	169895959
ENSG00000000457.13	169896267
ENSG00000000938.12	27626062
ENSG00000000938.12	27628135
ENSG00000000938.12	27628240
ENSG00000000938.12	27628569
ENSG00000000938.12	27637134
ENSG00000000938.12	27637277
ENSG00000001036.13	143504122
ENSG00000001036.13	143513690
ENSG00000001084.10	53503350
ENSG00000001084.10	53507664
ENSG00000001084.10	53507895
ENSG00000001084.10	53509078
ENSG00000001084.10	53512448
ENSG00000001084.10	53524779
ENSG00000001084.10	53525324
ENSG00000001084.10	53546608
ENSG00000001084.10	53547033
ENSG00000001084.10	53547088
ENSG00000001084.10	53547129
ENSG00000001084.10	53618970
ENSG00000001460.17	24381823
ENSG00000001460.17	24393679
ENSG00000001460.17	24394071
ENSG00000001460.17	24403331
ENSG00000001460.17	24412779
ENSG00000001460.17	24414027
ENSG00000001460.17	24415725
ENSG00000001460.17	24415772
ENSG00000001460.17	24417097
ENSG00000001460.17	24418153
ENSG00000001460.17	24418595
ENSG00000001460.17	24418934
ENSG00000001497.16	65525617
ENSG00000001497.16	65536754
ENSG00000001497.16	65536756
ENSG00000001497.16	65536775
ENSG00000001630.15	92119448
ENSG00000001630.15	92125844
ENSG00000001630.15	92136530
ENSG00000001630.15	92136803
ENSG00000001630.15	92144952
ENSG00000001631.14	92203555
ENSG00000001631.14	92237615
ENSG00000001631.14	92237773
ENSG00000001631.14	92243119
ENSG00000001631.14	92246149
ENSG00000001631.14	92247795
ENSG00000001631.14	92247853
ENSG00000001631.14	92247871
ENSG00000001631.14	92247912
ENSG00000001631.14	92247914
ENSG00000001631.14	92247915
ENSG00000001631.14	92247920
ENSG00000001631.14	92247923
ENSG00000001631.14	92247924
ENSG00000001631.14	92247930
ENSG00000001631.14	92247943
ENSG00000001631.14	92248059
ENSG00000001631.14	92248100
ENSG00000001631.14	92248166
ENSG00000002016.16	916198
ENSG00000002016.16	918582
ENSG00000002016.16	935058
ENSG00000002016.16	935076
ENSG00000002016.16	951519
ENSG00000002016.16	951626
ENSG00000002016.16	951628
ENSG00000002016.16	951641
ENSG00000002016.16	951642
ENSG00000002016.16	951649
ENSG00000002016.16	951665
ENSG00000002016.16	951667
ENSG00000002016.16	951669
ENSG00000002016.16	951673
ENSG00000002016.16	951682
ENSG00000002016.16	951722
ENSG00000002016.16	992053
ENSG00000002330.13	64273868
ENSG00000002330.13	64274856
ENSG00000002330.13	64286369
ENSG00000002330.13	64286639
ENSG00000002330.13	64286653
ENSG00000002330.13	64286669
ENSG00000002330.13	64286704
ENSG00000002587.9	11430597
ENSG00000002587.9	11431564
ENSG00000002587.9	11431765
ENSG00000002822.15	1819085
ENSG00000002822.15	1819499
ENSG00000002822.15	1831664
ENSG00000002822.15	1874756
ENSG00000002822.15	1942549
ENSG00000002822.15	1982791
ENSG00000002822.15	2082013
ENSG00000002822.15	2091251
ENSG00000002822.15	2109708
ENSG00000002822.15	2111601
ENSG00000002822.15	2177385
ENSG00000002822.15	2195475
ENSG00000002822.15	2215234
ENSG00000002822.15	2217927
ENSG00000002822.15	2220043
ENSG00000002822.15	2225628
ENSG00000002822.15	2227598
ENSG00000002822.15	2232418
ENSG00000002822.15	2232661
ENSG00000002822.15	2234945
ENSG00000002822.15	2234974
ENSG00000002822.15	2235243
ENSG00000003056.7	8944517
ENSG00000003056.7	8945420
ENSG00000003056.7	8945886
ENSG00000003056.7	8947479
ENSG00000003056.7	8948240
ENSG00000003056.7	8948368
ENSG00000003056.7	8948848
ENSG00000003056.7	8951610
ENSG00000003056.7	8951636
ENSG00000003056.7	8951645
ENSG00000003056.7	8951735
ENSG00000003056.7	8951761
ENSG00000003056.7	8951955
ENSG00000003096.13	117949942
ENSG00000003096.13	117975579
ENSG00000003096.13	117975738
ENSG00000003096.13	117987280
ENSG00000003096.13	117987320
ENSG00000003096.13	118030495
ENSG00000003096.13	118118798
ENSG00000003096.13	118118865
ENSG00000003096.13	118119340
ENSG00000003137.8	72145084
ENSG00000003137.8	72146415
ENSG00000003137.8	72149862
ENSG00000003137.8	72150038
ENSG00000003147.17	8159764
ENSG00000003147.17	8220459
ENSG00000003147.17	8220951
ENSG00000003147.17	8237926
ENSG00000003147.17	8238894
ENSG00000003147.17	8264052
ENSG00000003147.17	8264069
ENSG00000003147.17	8264145
ENSG00000003147.17	8264153
ENSG00000003147.17	8264170
